CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Anna Bryant,50,0,75000,1,0,0,5,2,1,0
Anna Butler,45,1,50000,1,1,0,5,2,1,0
Anna Clark,61,1,100000,1,2,1,2,5,1,1
Anna Coleman,50,1,75000,1,4,0,5,5,1,0
Anna Cook,59,0,75000,1,2,0,2,5,1,2
Anna Cooper,37,0,50000,1,0,0,3,2,1,1
Anna Cox,74,1,75000,1,3,0,5,4,1,2
Anna Davis,67,1,75000,1,2,1,3,5,1,2
Anna Diaz,48,1,50000,1,4,4,2,2,1,3
Anna Flores,42,0,50000,1,0,0,3,2,0,1
Anna Foster,47,0,50000,1,2,2,4,2,1,0
Anna Garcia,58,1,75000,1,1,0,4,5,1,1
Anna Gonzales,39,0,50000,1,0,0,1,3,0,2
Anna Gray,76,1,75000,1,5,0,5,4,1,2
Anna Griffin,64,0,75000,1,4,2,3,5,1,2
Anna Hall,45,1,75000,1,1,0,5,5,1,0
Anna Harris,55,1,150000,1,1,3,4,4,0,3
Anna Henderson,62,1,150000,1,3,4,2,5,1,4
Anna Howard,71,1,50000,1,5,0,1,2,1,4
Anna Hughes,61,0,75000,1,4,3,2,5,1,0
Anna Jackson,80,1,150000,1,2,3,5,4,1,3
Anna James,54,0,150000,1,1,2,4,4,0,4
Anna Jenkins,42,0,75000,1,0,0,4,5,1,4
Anna Johnson,41,1,75000,1,0,0,3,2,1,2
Anna Jones,49,0,150000,1,0,0,5,4,0,4
Anna Lee,62,1,50000,1,1,0,3,3,1,1
Anna Lewis,46,1,75000,1,1,0,5,5,1,0
Anna Long,49,0,50000,1,2,2,4,2,1,1
Anna Martin,39,1,25000,1,0,0,2,1,0,2
Anna Martinez,46,0,100000,1,4,4,5,4,1,1
Anna Miller,45,1,75000,1,2,0,5,5,1,0
Anna Moore,44,0,50000,1,2,2,3,3,1,0
Anna Morgan,47,1,50000,1,1,1,4,2,1,1
Anna Morris,73,1,75000,1,3,0,5,4,1,2
Anna Murphy,41,0,25000,1,0,0,1,1,0,1
Anna Patterson,47,1,75000,1,5,0,5,5,1,0
Anna Perry,69,0,75000,1,2,1,4,4,0,1
Anna Powell,75,1,50000,1,3,0,4,4,1,2
Anna Price,48,0,75000,1,2,2,4,2,0,0
Anna Ramirez,58,0,100000,1,5,0,5,2,1,0
Anna Reed,45,1,75000,1,1,0,5,5,1,0
Anna Richardson,48,0,75000,1,0,0,4,5,0,1
Anna Rivera,42,1,50000,1,0,0,2,2,1,2
Anna Robinson,41,0,75000,1,0,0,3,2,0,2
Anna Rodriguez,63,0,75000,1,3,0,5,4,1,2
Anna Rogers,87,0,100000,1,3,0,5,4,1,1
Anna Ross,48,0,75000,1,2,2,4,2,0,1
Anna Russell,77,1,75000,1,5,0,5,4,1,2
Anna Sanchez,69,1,50000,1,2,1,2,5,1,2
Anna Sanders,51,0,50000,1,0,0,4,5,0,1
Anna Simmons,58,0,75000,1,4,0,5,2,1,0
Anna Stewart,51,0,50000,1,0,0,4,5,0,1
Anna Taylor,54,1,150000,1,1,2,4,4,1,4
Anna Thomas,54,1,75000,1,1,0,3,2,1,1
Anna Thompson,50,0,100000,1,0,0,5,2,0,0
Anna Torres,42,0,50000,1,3,3,3,3,0,1
Anna Ward,76,1,75000,1,3,0,5,4,1,2
Anna Washington,51,1,50000,1,1,0,4,2,1,0
Anna Watson,49,0,100000,1,2,0,4,5,1,0
Anna White,51,0,100000,1,3,3,4,2,1,1
Anna Williams,62,0,100000,1,2,0,3,2,1,2
Anna Wood,74,0,50000,1,4,0,4,4,0,2
Anne Alonso,44,0,50000,1,0,0,2,1,0,1
Anne Alvarez,43,0,75000,1,0,0,3,5,1,2
Anne Blanco,47,1,75000,1,5,5,5,5,0,2
Anne Carlson,44,0,25000,1,0,0,1,1,0,2
Anne Dominguez,59,1,150000,1,2,4,3,5,1,2
Anne Gill,70,0,50000,1,2,0,3,3,0,2
Anne Gomez,64,1,50000,1,3,0,2,2,1,2
Anne Gutierrez,41,1,75000,1,0,0,4,5,0,3
Anne Hernandez,58,1,150000,1,2,3,3,5,1,4
Anne Jiménez,42,0,50000,1,3,3,3,3,0,2
Anne Martin,61,0,100000,1,2,0,3,2,1,2
Anne Moreno,46,1,75000,1,4,0,5,5,0,0
Anne Munoz,52,0,75000,1,0,0,4,5,0,1
Anne Navarro,41,0,25000,1,0,0,2,1,0,1
Anne Ortega,51,0,75000,1,0,0,4,5,0,1
Anne Ramos,77,0,25000,1,1,0,4,3,1,0
Anne Romero,60,0,75000,1,3,0,3,5,1,2
Anne Rubio,65,1,25000,1,4,0,2,1,0,2
Anne Ruiz,42,0,25000,1,0,0,1,1,1,2
Anne Serrano,70,1,50000,1,2,0,4,4,1,2
Anne Sims,53,1,50000,0,1,0,4,2,1,0
Anne Torres,44,1,25000,1,0,0,1,1,0,2
Anne Vazquez,70,1,50000,1,2,0,3,3,0,2
Anthony Anderson,41,0,50000,0,0,0,2,2,0,2
Anthony Brown,56,0,50000,0,0,0,4,5,0,1
Anthony Clark,45,0,50000,0,4,4,2,2,1,3
Anthony Davis,74,1,150000,0,2,4,5,4,1,3
Anthony Garcia,45,1,75000,0,1,0,5,5,1,0
Anthony Harris,73,1,75000,0,5,0,4,4,1,2
Anthony Johnson,61,0,25000,0,3,0,1,3,0,2
Anthony Jones,81,0,150000,0,2,3,5,4,0,3
Anthony Lee,59,1,75000,0,2,0,1,2,0,2
Anthony Lewis,58,1,100000,0,5,0,5,2,1,0
Anthony Martinez,63,1,75000,0,4,3,3,5,1,1
Anthony Miller,58,0,100000,0,4,0,5,2,1,0
Anthony Moore,41,1,50000,0,4,4,3,3,1,1
Anthony Robinson,65,1,75000,0,2,1,3,5,1,2
Anthony Rodriguez,44,1,50000,0,1,1,5,2,1,0
Anthony Taylor,50,1,75000,0,0,0,5,2,1,0
Anthony Thompson,44,0,50000,0,0,0,5,2,0,0
Anthony Walker,59,0,75000,0,1,0,3,2,0,1
Anthony White,61,1,150000,0,3,4,3,5,0,3
Anthony Williams,55,0,100000,0,3,2,3,5,0,4
Anthony Wilson,52,1,75000,0,4,4,4,2,1,3
Antonio Alexander,36,0,25000,0,0,0,1,1,0,2
Antonio Barnes,58,1,75000,0,5,4,5,5,1,0
Antonio Bennett,45,1,75000,0,1,1,5,2,1,0
Antonio Bryant,48,1,150000,0,1,1,5,4,1,2
Antonio Butler,41,0,50000,0,3,3,3,3,1,1
Antonio Diaz,59,1,75000,0,2,0,2,5,0,2
Antonio Flores,63,0,50000,0,3,0,3,2,1,2
Antonio Foster,57,1,75000,0,4,0,5,2,1,0
Antonio Gonzales,47,1,100000,0,2,0,5,5,1,0
Antonio Griffin,46,1,50000,0,1,1,4,2,1,0
Antonio Hayes,52,1,75000,0,4,4,4,2,1,2
Antonio Henderson,56,0,100000,0,0,3,3,5,0,1
Antonio Hughes,64,1,75000,0,3,1,2,5,1,2
Antonio Jenkins,63,0,75000,0,4,3,3,5,1,1
Antonio Long,49,1,75000,0,0,0,3,2,0,1
Antonio Patterson,61,1,100000,0,2,0,2,2,0,2
Antonio Perry,41,0,50000,0,3,3,3,3,1,0
Antonio Powell,44,1,75000,0,1,0,5,5,1,0
Antonio Price,61,1,50000,0,1,0,3,3,1,1
Antonio Ross,37,0,50000,0,0,0,1,3,0,2
Antonio Russell,83,0,100000,0,4,0,5,4,1,1
Antonio Simmons,69,0,75000,0,2,1,4,4,0,1
Antonio Washington,49,0,50000,0,0,0,4,5,0,1
Antonio Wood,52,0,100000,0,5,5,3,5,0,4
April Anand,73,1,150000,1,1,3,4,4,1,4
April Andersen,78,1,50000,1,1,0,5,3,1,0
April Beck,54,0,75000,1,1,0,3,2,1,1
April Deng,55,1,75000,1,5,4,3,2,1,3
April Goel,49,1,75000,1,5,5,4,5,1,3
April Jai,57,1,25000,1,2,0,3,1,1,1
April Kumar,42,0,50000,1,0,0,3,3,0,1
April Luo,81,1,100000,1,4,0,5,4,1,2
April Nara,73,1,50000,1,1,0,4,3,1,0
April Nath,64,1,100000,1,4,1,3,5,0,2
April Pal,50,1,100000,1,3,3,4,2,1,1
April Raje,56,1,75000,1,5,4,3,2,1,3
April Raji,38,0,50000,1,4,4,3,3,1,3
April Shan,49,1,50000,1,0,0,4,3,1,0
April Sharma,52,0,25000,1,3,3,2,1,1,0
April She,46,0,50000,1,2,2,3,3,1,1
April Shen,36,0,25000,1,0,0,1,1,0,2
April Tang,67,1,25000,1,2,1,1,3,1,2
April Xie,57,1,100000,1,3,0,5,5,1,0
Ariana Bailey,44,0,50000,1,2,2,3,3,1,0
Ariana Bell,55,1,75000,1,1,0,3,2,1,1
Ariana Brooks,40,0,25000,1,0,0,2,1,0,1
Ariana Cook,60,1,50000,1,1,0,3,3,1,1
Ariana Cooper,39,0,50000,1,0,0,1,3,0,2
Ariana Cox,40,0,50000,1,0,0,2,2,0,2
Ariana Gray,62,1,100000,1,4,2,2,5,1,2
Ariana Howard,40,0,50000,1,0,0,2,2,1,2
Ariana James,59,1,50000,1,1,0,3,3,0,1
Ariana Kelly,67,1,75000,1,2,1,4,4,0,0
Ariana Morgan,41,0,50000,1,3,3,3,3,1,0
Ariana Murphy,60,1,25000,1,2,0,3,1,1,0
Ariana Peterson,61,1,50000,1,1,0,3,3,1,1
Ariana Ramirez,47,1,75000,1,5,5,5,5,1,2
Ariana Ready,46,1,50000,1,1,1,4,2,1,0
Ariana Richardson,80,1,75000,1,2,0,5,4,1,2
Ariana Rivera,40,1,50000,1,0,0,2,2,1,2
Ariana Rogers,45,0,25000,1,0,0,1,1,1,2
Ariana Sanchez,45,1,75000,1,1,0,5,5,1,0
Ariana Sanders,42,1,75000,1,0,0,3,5,0,2
Ariana Stewart,74,1,50000,1,2,0,4,4,1,2
Ariana Ward,71,1,50000,1,5,0,1,2,1,4
Ariana Watson,58,1,75000,1,1,0,4,5,1,1
Arianna Alexander,54,0,100000,1,1,2,3,5,1,3
Arianna Bailey,78,1,150000,1,2,4,5,4,1,0
Arianna Barnes,63,0,75000,1,3,0,5,4,0,2
Arianna Bell,64,1,50000,1,3,0,3,5,1,2
Arianna Bennett,45,0,25000,1,0,0,1,1,0,2
Arianna Brooks,66,1,75000,1,4,2,3,5,1,1
Arianna Bryant,53,0,75000,1,3,2,5,5,0,0
Arianna Butler,69,1,75000,1,2,1,4,4,1,1
Arianna Coleman,37,0,50000,1,0,0,2,2,1,2
Arianna Cook,51,1,50000,1,3,3,4,2,1,3
Arianna Cooper,40,0,50000,1,0,0,3,2,1,1
Arianna Cox,40,0,75000,1,0,0,3,5,0,2
Arianna Diaz,60,1,50000,1,1,0,3,3,1,1
Arianna Flores,43,1,50000,1,0,0,5,2,1,0
Arianna Foster,36,0,50000,1,0,0,2,2,0,2
Arianna Gonzales,56,0,100000,1,5,4,3,5,1,3
Arianna Gray,59,1,50000,1,1,0,3,3,1,1
Arianna Hayes,54,1,75000,1,1,0,3,2,1,1
Arianna Henderson,66,1,75000,1,4,2,3,5,1,1
Arianna Howard,63,1,25000,1,2,0,2,1,0,2
Arianna Hughes,62,0,75000,1,3,0,1,2,1,2
Arianna James,65,0,150000,1,4,5,2,5,0,3
Arianna Jenkins,60,1,50000,1,2,0,2,2,1,2
Arianna Kelly,43,1,50000,1,1,0,5,2,1,0
Arianna Morgan,62,1,100000,1,4,2,3,5,1,1
Arianna Morris,43,0,25000,1,0,0,1,1,1,2
Arianna Murphy,66,0,100000,1,3,1,4,4,0,1
Arianna Peterson,64,1,75000,1,2,1,2,5,1,2
Arianna Powell,64,1,75000,1,2,1,1,2,1,3
Arianna Price,69,0,75000,1,2,1,4,4,0,1
Arianna Ramirez,58,1,75000,1,1,0,4,5,1,1
Arianna Reed,46,1,75000,1,4,0,5,5,0,0
Arianna Richardson,48,1,100000,1,4,4,4,4,0,1
Arianna Rivera,68,1,75000,1,2,1,4,4,1,0
Arianna Ross,59,1,75000,1,1,0,3,2,1,1
Arianna Russell,73,1,75000,1,5,0,4,4,1,2
Arianna Sanchez,51,1,50000,1,1,0,4,2,1,0
Arianna Sanders,45,1,100000,1,0,0,4,5,0,4
Arianna Simmons,38,0,75000,1,0,0,3,2,1,2
Arianna Stewart,64,0,50000,1,3,0,3,5,1,2
Arianna Torres,51,0,50000,1,0,0,4,5,0,1
Arianna Ward,57,0,25000,1,1,1,2,1,0,1
Arianna Washington,74,0,50000,1,4,0,4,4,0,2
Arianna Watson,66,1,75000,1,2,1,3,5,1,1
Arianna Wood,61,1,75000,1,2,0,2,5,0,2
Arif Rizaldy,41,0,50000,1,0,0,2,2,0,2
Armando Alonso,46,0,150000,0,0,5,1,5,1,4
Armando Alvarez,48,1,50000,0,1,0,4,3,1,0
Armando Blanco,52,0,50000,0,4,4,4,2,1,3
Armando Carlson,68,1,25000,0,4,0,2,2,1,2
Armando Diaz,48,1,50000,0,0,0,5,3,1,0
Armando Dominguez,47,0,25000,0,0,0,3,1,0,1
Armando Gill,46,1,25000,0,2,2,2,1,1,0
Armando Gomez,49,0,100000,0,5,5,5,4,1,2
Armando Gutierrez,53,0,75000,0,0,0,4,5,0,2
Armando Hernandez,47,0,100000,0,1,0,5,4,1,0
Armando Martin,57,1,50000,0,0,0,4,3,0,0
Armando Moreno,39,0,25000,0,0,0,2,1,1,1
Armando Muñoz,60,1,150000,0,3,3,2,5,1,4
Armando Navarro,67,0,150000,0,5,5,3,4,0,4
Armando Ortega,50,0,150000,0,0,0,5,4,0,3
Armando Ramos,66,0,150000,0,4,5,3,4,0,2
Armando Romero,55,1,50000,0,3,0,5,3,1,0
Armando Rubio,41,0,50000,0,0,0,3,3,0,1
Armando Ruiz,39,0,25000,0,0,0,2,1,1,1
Armando Schmidt,50,1,100000,0,3,3,4,2,1,1
Armando Suarez,41,1,25000,0,0,0,1,1,1,2
Armando Torres,42,0,50000,0,3,3,3,3,1,2
Armando Vazquez,36,1,25000,0,0,0,3,1,1,1
Arthur Alonso,62,0,150000,0,3,4,2,5,0,4
Arthur Alvarez,41,0,75000,0,0,0,4,5,0,3
Arthur Blanco,36,0,25000,0,0,0,1,1,0,2
Arthur Carlson,58,1,25000,0,1,0,4,1,1,0
Arthur Chandra,60,1,75000,0,2,0,2,2,0,2
Arthur Diaz,50,1,50000,0,1,1,4,2,1,2
Arthur Dominguez,56,0,25000,0,1,1,3,1,0,0
Arthur Fernandez,36,0,25000,0,0,0,3,1,1,1
Arthur Garcia,38,1,50000,0,3,3,3,3,1,2
Arthur Gill,52,0,150000,0,3,2,4,4,0,4
Arthur Gomez,46,0,100000,0,0,0,4,5,0,4
Arthur Gonzalez,45,1,25000,0,0,0,1,1,0,2
Arthur Gutierrez,53,1,50000,0,1,0,4,2,1,0
Arthur Hernandez,48,0,100000,0,4,4,3,2,0,3
Arthur Jiménez,74,0,50000,0,1,0,5,3,1,0
Arthur Kapoor,80,0,50000,0,2,0,3,3,0,2
Arthur Madan,51,1,50000,0,1,1,4,2,1,2
Arthur Malhotra,77,1,50000,0,2,0,4,4,1,2
Arthur Martin,43,0,100000,0,0,0,4,5,0,3
Arthur Mehta,42,0,100000,0,0,0,4,5,1,2
Arthur Moreno,61,0,150000,0,3,4,3,5,0,4
Arthur Munoz,47,0,25000,0,2,2,2,1,1,0
Arthur Navarro,44,0,50000,0,0,0,2,1,1,1
Arthur Patel,49,1,100000,0,5,5,5,4,1,2
Arthur Perez,38,0,25000,0,0,0,4,3,1,0
Arthur Perry,51,1,50000,1,4,4,4,2,1,1
Arthur Prasad,61,0,100000,0,2,0,2,2,1,2
Arthur Raman,39,0,25000,0,0,0,2,1,0,2
Arthur Rana,51,1,50000,0,1,0,4,2,1,0
Arthur Rodriguez,69,1,50000,0,2,0,3,3,0,2
Arthur Romero,43,0,25000,0,0,0,1,1,0,2
Arthur Rubio,55,1,150000,0,1,3,3,5,1,4
Arthur Ruiz,50,0,50000,0,0,0,4,5,0,0
Arthur Sai,50,1,50000,0,1,1,4,2,1,1
Arthur Sanchez,51,0,25000,0,2,2,2,1,1,1
Arthur Sanz,53,0,75000,0,0,0,4,5,0,1
Arthur Sara,43,0,50000,0,0,0,2,1,0,1
Arthur Smith,47,1,100000,0,1,0,5,4,1,0
Arthur Subram,42,0,100000,0,0,0,4,5,0,3
Arthur Suri,75,0,50000,0,2,0,4,4,0,2
Arthur Torres,68,1,100000,0,5,1,2,4,1,4
Arthur Van,56,1,50000,0,3,0,5,3,1,0
Arthur Vazquez,36,0,25000,0,0,0,3,1,1,1
Arthur Washington,56,1,75000,1,1,0,3,2,1,1
Arthur Wilson,38,1,50000,1,0,0,2,2,1,2
Arturo Anand,48,0,25000,0,3,3,2,1,1,0
Arturo Andersen,58,1,150000,0,0,1,5,4,1,0
Arturo Cai,48,1,75000,0,2,2,4,2,1,1
Arturo Carson,58,0,75000,0,5,4,4,5,1,2
Arturo Chande,64,1,50000,0,2,0,3,2,0,2
Arturo Chen,53,0,50000,0,2,2,3,3,1,2
Arturo Deng,68,1,25000,0,4,0,2,2,1,2
Arturo Gao,50,0,100000,0,2,0,4,5,1,0
Arturo Goel,61,1,25000,0,2,0,3,1,1,1
Arturo Guo,41,1,25000,0,0,0,1,1,1,2
Arturo He,49,0,50000,0,0,0,4,5,1,0
Arturo Hu,58,1,75000,0,5,4,4,5,1,2
Arturo Huang,44,0,100000,0,0,5,2,4,0,2
Arturo Jai,73,0,25000,0,2,0,3,1,1,0
Arturo Kumar,48,0,25000,0,3,3,2,1,1,0
Arturo Lal,54,1,150000,0,1,3,4,4,1,2
Arturo Li,80,1,25000,0,1,0,5,3,1,0
Arturo Liang,61,0,100000,0,2,3,2,5,1,4
Arturo Lin,53,1,150000,0,4,2,4,4,1,4
Arturo Liu,70,1,75000,0,4,1,4,4,0,1
Arturo Lu,58,1,75000,0,5,4,5,5,1,2
Arturo Luo,48,0,25000,0,1,1,3,1,1,1
Arturo Ma,48,1,25000,0,1,1,3,1,1,0
Arturo Nara,82,0,25000,0,1,0,5,1,1,0
Arturo Pal,52,0,75000,0,0,0,4,5,1,1
Arturo Rai,50,0,75000,0,0,0,5,2,0,0
Arturo Raje,45,0,100000,0,0,0,4,5,1,4
Arturo Raji,38,1,25000,0,0,0,3,1,1,1
Arturo Shan,48,0,50000,0,0,0,5,3,1,0
Arturo Sharma,46,0,150000,0,0,5,1,5,1,4
Arturo Shen,48,0,50000,0,1,0,4,3,1,0
Arturo Sun,42,0,50000,0,3,3,3,3,1,2
Arturo Tang,44,0,50000,0,0,0,2,1,0,1
Arturo Wang,56,1,75000,0,5,4,3,2,1,3
Arturo Wu,56,1,75000,0,1,0,3,2,0,1
Arturo Xie,57,0,100000,0,1,0,5,5,1,0
Arturo Xu,49,0,50000,0,1,1,4,3,0,0
Arturo Xu,40,1,75000,0,0,0,4,5,1,3
Arturo Yang,59,1,150000,0,2,4,3,5,1,3
Arturo Ye,46,0,50000,0,2,2,3,3,1,0
Arturo Yuan,59,1,25000,0,1,0,3,1,1,0
Arturo Zeng,82,1,50000,0,1,0,4,2,0,1
Arturo Zhang,41,1,50000,0,1,1,4,2,0,0
Arturo Zhao,47,1,25000,0,2,2,2,1,0,0
Arturo Zheng,47,1,150000,0,1,5,5,4,1,4
Arturo Zhou,73,1,50000,0,2,0,4,4,1,2
Arturo Zhu,67,0,150000,0,3,5,2,4,0,4
Ashlee Anand,55,1,150000,1,1,3,4,4,1,3
Ashlee Andersen,62,0,100000,1,2,0,3,2,1,2
Ashlee Beck,47,0,150000,1,1,0,5,4,0,1
Ashlee Chande,66,1,25000,1,2,1,1,3,1,2
Ashlee Deng,49,1,50000,1,0,0,4,3,1,0
Ashlee Goel,65,0,100000,1,5,2,2,5,1,2
Ashlee Jai,38,0,50000,1,0,0,3,2,1,1
Ashlee Kumar,53,1,50000,1,1,0,4,2,1,0
Ashlee Lal,54,1,50000,1,1,0,4,2,1,0
Ashlee Luo,51,0,75000,1,0,0,4,5,0,1
Ashlee Moyer,47,1,50000,1,1,0,4,3,0,0
Ashlee Nara,59,1,25000,1,1,0,3,1,1,0
Ashlee Raje,61,0,100000,1,2,0,2,2,1,2
Ashlee Raji,65,1,75000,1,2,1,3,5,1,2
Ashlee Shan,45,0,25000,1,0,0,1,1,0,2
Ashlee Sharma,48,0,75000,1,2,2,4,2,1,1
Ashlee She,56,0,75000,1,1,0,3,2,0,1
Ashlee Shen,47,0,50000,1,0,0,5,3,1,0
Ashlee Tang,38,1,25000,1,0,0,4,3,0,0
Ashlee Xie,46,0,25000,1,1,1,2,1,0,2
Ashlee Xu,56,1,50000,1,3,0,5,3,1,0
Ashley Alexander,49,0,50000,1,2,2,4,2,0,1
Ashley Anderson,50,0,75000,1,0,0,5,5,1,0
Ashley Barnes,49,0,75000,1,0,0,5,5,0,1
Ashley Bennett,46,1,50000,1,1,1,4,2,1,1
Ashley Brown,60,1,75000,1,4,3,3,5,1,0
Ashley Bryant,55,1,50000,1,4,2,2,2,1,2
Ashley Butler,64,1,50000,1,3,0,3,5,1,2
Ashley Clark,45,0,50000,1,2,2,3,3,1,1
Ashley Coleman,47,0,75000,1,2,0,5,5,0,0
Ashley Davis,64,0,150000,1,4,5,3,5,1,3
Ashley Diaz,50,1,75000,1,0,0,5,5,1,0
Ashley Flores,64,1,50000,1,3,0,3,5,0,2
Ashley Foster,60,1,25000,1,2,0,3,1,1,0
Ashley Garcia,54,0,150000,1,1,3,3,5,1,4
Ashley Gonzales,52,1,75000,1,4,4,4,2,1,2
Ashley Griffin,64,0,150000,1,4,5,4,4,0,2
Ashley Hall,60,1,100000,1,2,0,1,2,1,2
Ashley Harris,56,1,50000,1,4,2,2,2,1,2
Ashley Hayes,63,1,75000,1,3,0,5,4,1,2
Ashley Henderson,72,0,75000,1,4,0,4,4,1,2
Ashley Hughes,48,1,50000,1,1,0,4,3,1,0
Ashley Jackson,63,1,75000,1,3,1,1,2,1,3
Ashley Jenkins,51,0,50000,1,2,2,3,3,1,2
Ashley Johnson,65,0,75000,1,2,1,2,5,1,2
Ashley Jones,65,1,75000,1,2,1,3,5,1,2
Ashley Lee,63,1,25000,1,2,0,2,1,1,2
Ashley Lewis,54,0,75000,1,1,0,4,5,0,1
Ashley Long,63,1,75000,1,3,1,1,2,0,3
Ashley Martin,63,0,75000,1,3,0,5,4,0,2
Ashley Martinez,44,0,75000,1,0,0,3,2,0,2
Ashley Miller,65,0,50000,1,4,0,3,5,0,2
Ashley Moore,53,0,75000,1,4,2,4,2,0,2
Ashley Patterson,57,0,100000,1,1,0,4,5,1,1
Ashley Perry,65,1,75000,1,4,2,3,5,0,2
Ashley Powell,64,0,25000,1,3,0,3,1,0,2
Ashley Price,55,1,100000,1,4,3,2,5,1,1
Ashley Robinson,48,0,100000,1,2,0,4,4,0,3
Ashley Rodriguez,53,1,100000,1,0,2,3,5,1,2
Ashley Ross,59,1,75000,1,2,0,2,5,1,2
Ashley Russell,51,0,75000,1,0,0,4,5,0,1
Ashley Simmons,55,0,25000,1,1,0,4,1,1,0
Ashley Smith,54,1,75000,1,1,0,4,5,1,1
Ashley Taylor,46,0,100000,1,0,0,4,5,1,4
Ashley Thomas,56,0,150000,1,3,3,3,5,1,4
Ashley Thompson,63,1,100000,1,4,2,3,5,1,2
Ashley Walker,54,0,150000,1,1,2,3,5,0,2
Ashley Washington,46,1,50000,1,1,1,4,2,1,0
Ashley White,44,1,100000,1,0,0,4,5,0,3
Ashley Williams,74,0,50000,1,4,0,4,4,0,2
Ashley Wilson,62,0,75000,1,2,0,1,2,0,2
Ashley Wood,62,1,75000,1,3,1,2,5,1,0
Audrey Alonso,60,1,100000,1,2,0,1,2,1,2
Audrey Alvarez,47,1,50000,1,0,0,5,2,1,0
Audrey Blanco,67,1,150000,1,4,5,2,4,1,3
Audrey Carlson,78,0,50000,1,2,0,4,4,1,2
Audrey Diaz,57,0,50000,1,0,0,4,3,1,0
Audrey Dominguez,48,0,75000,1,0,0,4,5,0,1
Audrey Gill,63,1,50000,1,1,0,4,2,1,1
Audrey Gomez,50,0,50000,1,1,1,4,3,0,1
Audrey Gutierrez,53,1,50000,1,1,0,4,2,1,0
Audrey Hernandez,52,0,75000,1,0,0,4,5,0,1
Audrey Martin,51,0,25000,1,2,2,2,1,1,1
Audrey Moreno,52,0,25000,1,2,2,2,1,1,2
Audrey Munoz,53,0,75000,1,0,0,4,5,1,1
Audrey Navarro,57,0,25000,1,2,0,3,1,0,1
Audrey Ortega,44,0,75000,1,1,0,5,2,1,0
Audrey Ramos,57,0,150000,1,1,2,4,4,0,3
Audrey Romero,80,1,25000,1,1,0,5,3,1,0
Audrey Rubio,45,1,75000,1,2,0,5,5,1,0
Audrey Ruiz,63,1,150000,1,0,5,4,4,1,3
Audrey Sanz,80,1,75000,1,4,0,5,4,0,2
Audrey Serrano,74,0,50000,1,2,0,5,4,1,1
Audrey Suarez,44,0,25000,1,0,0,1,1,1,2
Audrey Torres,65,1,25000,1,2,0,3,1,1,1
Audrey Vazquez,43,0,25000,1,0,0,1,1,0,2
Austin Alexander,50,1,100000,0,0,0,4,5,1,0
Austin Anderson,51,1,100000,0,3,1,4,4,1,3
Austin Brown,49,0,150000,0,0,0,4,4,0,3
Austin Bryant,59,1,50000,0,1,0,3,3,1,1
Austin Butler,57,1,100000,0,1,0,4,5,1,1
Austin Chen,58,0,25000,0,2,0,3,1,1,1
Austin Coleman,46,0,50000,0,2,2,3,3,1,2
Austin Davis,70,1,75000,0,4,1,4,4,1,1
Austin Diaz,62,1,25000,0,2,0,3,1,1,1
Austin Flores,47,1,50000,0,2,2,4,2,1,0
Austin Foster,59,1,50000,0,1,0,3,3,1,1
Austin Garcia,59,1,150000,0,2,4,3,5,1,2
Austin Gonzales,80,0,150000,0,1,3,5,4,0,4
Austin Griffin,68,1,75000,0,2,1,4,4,1,0
Austin Harris,50,1,100000,0,0,0,5,2,0,0
Austin Hayes,58,1,75000,0,1,0,4,5,1,1
Austin Henderson,55,0,75000,0,5,4,3,5,1,3
Austin Hughes,45,1,75000,0,1,1,5,2,1,0
Austin Jai,47,0,75000,0,5,5,5,5,1,2
Austin Jenkins,72,1,75000,0,4,0,4,4,1,2
Austin Johnson,50,1,75000,0,0,0,5,5,1,0
Austin Jones,70,1,75000,0,5,0,4,4,0,3
Austin Kumar,54,1,75000,0,1,0,3,2,1,1
Austin Lal,79,1,75000,0,3,0,5,4,1,2
Austin Lee,57,1,100000,0,1,0,4,5,1,1
Austin Lewis,62,1,50000,0,1,0,3,3,1,1
Austin Li,65,1,75000,0,2,1,3,5,1,2
Austin Long,55,1,100000,0,4,3,2,5,1,2
Austin Martin,42,0,75000,0,0,0,3,5,1,2
Austin Martinez,54,1,100000,0,1,2,3,5,1,4
Austin Moore,38,0,50000,0,0,0,1,3,0,2
Austin Patterson,61,0,25000,0,3,0,1,3,0,2
Austin Perry,58,1,50000,0,2,0,3,3,1,1
Austin Powell,51,1,50000,0,3,3,4,2,1,2
Austin Robinson,48,0,75000,0,0,0,4,5,0,1
Austin Rodriguez,77,0,75000,0,3,0,5,4,1,2
Austin Russell,58,1,100000,0,5,0,5,2,0,0
Austin Shan,70,1,75000,0,5,0,4,4,1,3
Austin Sharma,59,0,100000,0,2,0,3,5,0,1
Austin Simmons,40,0,50000,0,0,0,3,2,0,1
Austin Smith,41,1,50000,0,4,4,3,3,0,1
Austin Taylor,43,0,100000,0,0,0,4,4,1,1
Austin Thompson,38,0,50000,0,4,4,3,3,1,3
Austin Walker,51,1,75000,0,2,2,4,5,1,1
Austin Wang,55,1,75000,0,1,0,3,2,1,1
Austin Washington,54,1,100000,0,1,2,3,5,1,3
Austin White,68,1,50000,0,2,1,2,5,1,2
Austin Williams,62,1,100000,0,2,0,1,2,0,2
